지점번호,지점명,일시,습도,최저습도(%rh)
108,서울,2019-04-18,74.4,55
108,서울,2019-04-19,57.5,31
108,서울,2019-04-20,66.9,40
108,서울,2019-04-21,77.8,53
108,서울,2019-04-22,50.6,18
108,서울,2019-04-23,52,36
108,서울,2019-04-24,70.4,42
108,서울,2019-04-25,75.9,51
108,서울,2019-04-26,82.1,65
108,서울,2019-04-27,52.6,25
108,서울,2019-04-28,48.8,33
108,서울,2019-04-29,52.9,36
108,서울,2019-04-30,52.8,29
108,서울,2019-05-01,48.9,28
108,서울,2019-05-02,28.5,14
108,서울,2019-05-03,37.5,17
108,서울,2019-05-04,40.4,18
108,서울,2019-05-05,35.8,12
108,서울,2019-05-06,27.1,12
108,서울,2019-05-07,33.4,16
108,서울,2019-05-08,48.3,31
108,서울,2019-05-09,43.3,19
108,서울,2019-05-10,48,28
108,서울,2019-05-11,39,22
108,서울,2019-05-12,36,24
108,서울,2019-05-13,43.4,29
108,서울,2019-05-14,44.5,24
108,서울,2019-05-15,48.1,23
108,서울,2019-05-16,43.8,25
108,서울,2019-05-17,44.9,31
108,서울,2019-05-18,46.8,38
108,서울,2019-05-19,93,55
108,서울,2019-05-20,63.6,33
108,서울,2019-05-21,52,22
108,서울,2019-05-22,46,19
108,서울,2019-05-23,45,16
108,서울,2019-05-24,46.4,27
108,서울,2019-05-25,45.6,15
108,서울,2019-05-26,39,21
108,서울,2019-05-27,80.9,42
108,서울,2019-05-28,45.9,20
108,서울,2019-05-29,48.4,21
108,서울,2019-05-30,48,31
108,서울,2019-05-31,49.6,35
108,서울,2019-06-01,60.5,40
108,서울,2019-06-02,42.1,22
108,서울,2019-06-03,42.9,27
108,서울,2019-06-04,56.4,34
108,서울,2019-06-05,63.8,38
108,서울,2019-06-06,75.9,56
108,서울,2019-06-07,77.3,50
108,서울,2019-06-08,57.5,28
108,서울,2019-06-09,66.1,47
108,서울,2019-06-10,70.3,49
108,서울,2019-06-11,51.1,32
108,서울,2019-06-12,57.1,40
108,서울,2019-06-13,51.9,33
108,서울,2019-06-14,54.8,30
108,서울,2019-06-15,61.5,37
108,서울,2019-06-16,55.4,34
108,서울,2019-06-17,59.1,35
108,서울,2019-06-18,78.6,54
108,서울,2019-06-19,77.8,55
108,서울,2019-06-20,70.6,45
108,서울,2019-06-21,72.9,55
108,서울,2019-06-22,42.3,25
108,서울,2019-06-23,40.4,28
108,서울,2019-06-24,46.9,28
108,서울,2019-06-25,49.1,24
108,서울,2019-06-26,52.6,34
108,서울,2019-06-27,70.5,39
108,서울,2019-06-28,67.3,49
108,서울,2019-06-29,72,44
108,서울,2019-06-30,73.5,47
108,서울,2019-07-01,64.4,36
108,서울,2019-07-02,63.5,33
108,서울,2019-07-03,64.6,46
108,서울,2019-07-04,59.6,27
108,서울,2019-07-05,42.1,24
108,서울,2019-07-06,40.9,24
108,서울,2019-07-07,43.3,28
108,서울,2019-07-08,46.6,32
108,서울,2019-07-09,46.4,32
108,서울,2019-07-10,64.1,41
108,서울,2019-07-11,76.9,58
108,서울,2019-07-12,65.5,44
108,서울,2019-07-13,67.3,43
108,서울,2019-07-14,64.6,38
108,서울,2019-07-15,80,59
108,서울,2019-07-16,79,52
108,서울,2019-07-17,73.9,54
108,서울,2019-07-18,65,41
108,서울,2019-07-19,61.3,37
108,서울,2019-07-20,66.9,50
108,서울,2019-07-21,87.1,74
108,서울,2019-07-22,74.6,54
108,서울,2019-07-23,70.8,48
108,서울,2019-07-24,82.3,75
108,서울,2019-07-25,90.1,79
108,서울,2019-07-26,95.3,91
108,서울,2019-07-27,76.6,48
108,서울,2019-07-28,88.3,77
108,서울,2019-07-29,74.5,63
108,서울,2019-07-30,75.3,64
108,서울,2019-07-31,91.1,79
108,서울,2019-08-01,86.4,66
108,서울,2019-08-02,74.6,48
108,서울,2019-08-03,69,39
108,서울,2019-08-04,75.9,48
108,서울,2019-08-05,65.5,38
108,서울,2019-08-06,51.4,31
108,서울,2019-08-07,78.1,51
108,서울,2019-08-08,71.4,52
108,서울,2019-08-09,69,46
108,서울,2019-08-10,57.9,40
108,서울,2019-08-11,53.6,34
108,서울,2019-08-12,91.8,79
108,서울,2019-08-13,76.9,43
108,서울,2019-08-14,63.9,42
108,서울,2019-08-15,82,61
108,서울,2019-08-16,74.5,59
108,서울,2019-08-17,69.5,45
108,서울,2019-08-18,66.5,37
108,서울,2019-08-19,60.6,35
108,서울,2019-08-20,56.3,39
108,서울,2019-08-21,67.3,49
108,서울,2019-08-22,66.5,36
108,서울,2019-08-23,58.4,28
108,서울,2019-08-24,60.9,46
108,서울,2019-08-25,66.6,43
108,서울,2019-08-26,63.8,34
108,서울,2019-08-27,71.1,44
108,서울,2019-08-28,66.2,37
108,서울,2019-08-29,77.1,54
108,서울,2019-08-30,66.3,42
108,서울,2019-08-31,65,38
108,서울,2019-09-01,64,37
108,서울,2019-09-02,56.6,34
108,서울,2019-09-03,67.6,50
108,서울,2019-09-04,89,73
108,서울,2019-09-05,91.4,66
108,서울,2019-09-06,79.8,63
108,서울,2019-09-07,72.9,58
108,서울,2019-09-08,76.9,62
108,서울,2019-09-09,74.3,55
108,서울,2019-09-10,93.4,73
108,서울,2019-09-11,71.4,54
108,서울,2019-09-12,72.3,56
108,서울,2019-09-13,60.4,34
108,서울,2019-09-14,80,61
108,서울,2019-09-15,70.4,40
108,서울,2019-09-16,53,28
108,서울,2019-09-17,41.6,24
108,서울,2019-09-18,46,27
108,서울,2019-09-19,46.5,32
108,서울,2019-09-20,52.8,39
108,서울,2019-09-21,60.3,48
108,서울,2019-09-22,63.4,54
108,서울,2019-09-23,51.1,33
108,서울,2019-09-24,61.3,31
108,서울,2019-09-25,64.4,34
108,서울,2019-09-26,59.3,31
108,서울,2019-09-27,57.5,35
108,서울,2019-09-28,58.9,35
108,서울,2019-09-29,60.6,28
108,서울,2019-09-30,61,29
108,서울,2019-10-01,67.1,46
108,서울,2019-10-02,88,66
108,서울,2019-10-03,73.4,45
108,서울,2019-10-04,71.5,50
108,서울,2019-10-05,72.6,59
108,서울,2019-10-06,53.4,38
108,서울,2019-10-07,92,58
108,서울,2019-10-08,58.8,26
108,서울,2019-10-09,48.3,23
108,서울,2019-10-10,60.9,39
108,서울,2019-10-11,60,30
108,서울,2019-10-12,49.3,34
108,서울,2019-10-13,52.6,32
108,서울,2019-10-14,56.9,33
108,서울,2019-10-15,55.6,38
108,서울,2019-10-16,58.3,32
108,서울,2019-10-17,56,31
108,서울,2019-10-18,58.3,43
108,서울,2019-10-19,63.8,38
108,서울,2019-10-20,70.3,38
108,서울,2019-10-21,61,28
108,서울,2019-10-22,56.1,35
108,서울,2019-10-23,57.3,42
108,서울,2019-10-24,47.6,33
108,서울,2019-10-25,58,34
108,서울,2019-10-26,60,39
108,서울,2019-10-27,59,34
108,서울,2019-10-28,65.9,39
108,서울,2019-10-29,61,32
108,서울,2019-10-30,60.3,37
108,서울,2019-10-31,73.8,55
108,서울,2019-11-01,57.9,25
108,서울,2019-11-02,57.3,45
108,서울,2019-11-03,57.8,36
108,서울,2019-11-04,57.8,33
108,서울,2019-11-05,65.1,35
108,서울,2019-11-06,63.6,29
108,서울,2019-11-07,42.8,19
108,서울,2019-11-08,31.4,14
108,서울,2019-11-09,41.4,20
108,서울,2019-11-10,59.6,31
108,서울,2019-11-11,71.6,47
108,서울,2019-11-12,63.6,38
108,서울,2019-11-13,72.3,51
108,서울,2019-11-14,30.6,21
108,서울,2019-11-15,87.4,39
108,서울,2019-11-16,81.3,46
108,서울,2019-11-17,79.4,55
108,서울,2019-11-18,59.8,30
108,서울,2019-11-19,48,31
108,서울,2019-11-20,35.5,18
108,서울,2019-11-21,37.4,26
108,서울,2019-11-22,34.1,16
108,서울,2019-11-23,52,39
108,서울,2019-11-24,74.6,49
108,서울,2019-11-25,62.1,48
108,서울,2019-11-26,64,42
108,서울,2019-11-27,50.8,33
108,서울,2019-11-28,52.4,35
108,서울,2019-11-29,42.8,21
108,서울,2019-11-30,42.6,22
108,서울,2019-12-01,79.4,51
108,서울,2019-12-02,48,25
108,서울,2019-12-03,61.3,41
108,서울,2019-12-04,41.6,21
108,서울,2019-12-05,31.9,17
108,서울,2019-12-06,34.5,19
108,서울,2019-12-07,65,48
108,서울,2019-12-08,65.1,30
108,서울,2019-12-09,56.8,48
108,서울,2019-12-10,82.3,65
108,서울,2019-12-11,62,36
108,서울,2019-12-12,45.4,23
108,서울,2019-12-13,53.6,35
108,서울,2019-12-14,58.3,36
108,서울,2019-12-15,52.5,36
108,서울,2019-12-16,58.9,41
108,서울,2019-12-17,81.4,57
108,서울,2019-12-18,64.6,46
108,서울,2019-12-19,47.8,29
108,서울,2019-12-20,45.3,19
108,서울,2019-12-21,68.1,42
108,서울,2019-12-22,63.4,47
108,서울,2019-12-23,80.4,57
108,서울,2019-12-24,67.9,43
108,서울,2019-12-25,60.8,34
108,서울,2019-12-26,59,42
108,서울,2019-12-27,45.4,23
108,서울,2019-12-28,47.6,34
108,서울,2019-12-29,52.5,37
108,서울,2019-12-30,70.3,43
108,서울,2019-12-31,39.3,26
108,서울,2020-01-01,64.4,37
108,서울,2020-01-02,65.4,54
108,서울,2020-01-03,56.9,26
108,서울,2020-01-04,50.8,32
108,서울,2020-01-05,45.6,28
108,서울,2020-01-06,65.4,39
108,서울,2020-01-07,95,93
108,서울,2020-01-08,86.1,73
108,서울,2020-01-09,65.3,47
108,서울,2020-01-10,62.9,36
108,서울,2020-01-11,60.9,35
108,서울,2020-01-12,61.5,38
108,서울,2020-01-13,51,28
108,서울,2020-01-14,45.3,20
108,서울,2020-01-15,44.8,24
108,서울,2020-01-16,43,24
108,서울,2020-01-17,43.9,27
108,서울,2020-01-18,48.1,17
108,서울,2020-01-19,62.8,42
108,서울,2020-01-20,46.8,24
108,서울,2020-01-21,36.9,19
108,서울,2020-01-22,36,22
108,서울,2020-01-23,49.3,32
108,서울,2020-01-24,63,43
108,서울,2020-01-25,63.1,49
108,서울,2020-01-26,56.3,31
108,서울,2020-01-27,48.1,35
108,서울,2020-01-28,49.4,37
108,서울,2020-01-29,46.4,35
108,서울,2020-01-30,47,30
108,서울,2020-01-31,59.6,41
108,서울,2020-02-01,66.6,43
108,서울,2020-02-02,52.3,24
108,서울,2020-02-03,43.6,23
108,서울,2020-02-04,50.3,32
108,서울,2020-02-05,37.3,27
108,서울,2020-02-06,36.4,19
108,서울,2020-02-07,45.1,14
108,서울,2020-02-08,48.1,29
108,서울,2020-02-09,51.1,24
108,서울,2020-02-10,49.4,25
108,서울,2020-02-11,37,17
108,서울,2020-02-12,73.4,31
108,서울,2020-02-13,84.8,69
108,서울,2020-02-14,70.3,41
108,서울,2020-02-15,63,37
108,서울,2020-02-16,81.1,59
108,서울,2020-02-17,64.3,52
108,서울,2020-02-18,44,27
108,서울,2020-02-19,56.8,35
108,서울,2020-02-20,62.6,35
108,서울,2020-02-21,66.3,40
108,서울,2020-02-22,62,40
108,서울,2020-02-23,48.6,25
108,서울,2020-02-24,51.8,35
108,서울,2020-02-25,73.5,58
108,서울,2020-02-26,59.6,39
108,서울,2020-02-27,54,27
108,서울,2020-02-28,79.4,43
108,서울,2020-02-29,68.6,41
108,서울,2020-03-01,71.8,58
108,서울,2020-03-02,55.3,33
108,서울,2020-03-03,57,35
108,서울,2020-03-04,53.4,32
108,서울,2020-03-05,47.5,25
108,서울,2020-03-06,46.8,16
108,서울,2020-03-07,39.5,18
108,서울,2020-03-08,43.8,20
108,서울,2020-03-09,37.6,20
108,서울,2020-03-10,78.4,40
108,서울,2020-03-11,41.8,24
108,서울,2020-03-12,49.8,19
108,서울,2020-03-13,41,18
108,서울,2020-03-14,48.1,25
108,서울,2020-03-15,48.3,19
108,서울,2020-03-16,42.4,17
108,서울,2020-03-17,65.8,50
108,서울,2020-03-18,45.8,16
108,서울,2020-03-19,49,27
108,서울,2020-03-20,39.6,15
108,서울,2020-03-21,56.5,36
108,서울,2020-03-22,37.5,13
108,서울,2020-03-23,37.9,20
108,서울,2020-03-24,35,15
108,서울,2020-03-25,33.6,17
108,서울,2020-03-26,53.8,24
108,서울,2020-03-27,56.4,27
108,서울,2020-03-28,17.9,11
108,서울,2020-03-29,30.6,16
108,서울,2020-03-30,38.4,14
108,서울,2020-03-31,34.5,15
108,서울,2020-04-01,35.6,17
108,서울,2020-04-02,41.4,15
108,서울,2020-04-03,53.8,23
108,서울,2020-04-04,36.4,10
108,서울,2020-04-05,29.5,13
108,서울,2020-04-06,38.3,18
108,서울,2020-04-07,56.6,32
108,서울,2020-04-08,25.5,13
108,서울,2020-04-09,44.6,30
108,서울,2020-04-10,52.6,32
108,서울,2020-04-11,63.8,39
108,서울,2020-04-12,58.6,39
108,서울,2020-04-13,39.4,16
108,서울,2020-04-14,46.8,23
108,서울,2020-04-15,39.8,25
108,서울,2020-04-16,39.9,23
108,서울,2020-04-17,77.8,45
108,서울,2020-04-18,67.9,44
108,서울,2020-04-19,75.8,51
108,서울,2020-04-20,73,56
108,서울,2020-04-21,49,29
108,서울,2020-04-22,46.8,35
108,서울,2020-04-23,47.8,28
108,서울,2020-04-24,55.6,29
108,서울,2020-04-25,54.4,45
108,서울,2020-04-26,43.1,20
108,서울,2020-04-27,49.8,25
108,서울,2020-04-28,50,26
108,서울,2020-04-29,48.6,25
108,서울,2020-04-30,57.1,41
108,서울,2020-05-01,73.6,54
108,서울,2020-05-02,79.6,62
108,서울,2020-05-03,68.8,46
108,서울,2020-05-04,63.9,44
108,서울,2020-05-05,67.9,54
108,서울,2020-05-06,50,19
108,서울,2020-05-07,32.5,20
108,서울,2020-05-08,32.8,11
108,서울,2020-05-09,94.4,76
108,서울,2020-05-10,88.6,78
108,서울,2020-05-11,61,27
108,서울,2020-05-12,69.4,47
108,서울,2020-05-13,47.3,24
108,서울,2020-05-14,35.4,20
108,서울,2020-05-15,81.4,34
108,서울,2020-05-16,90.3,74
108,서울,2020-05-17,80.1,58
108,서울,2020-05-18,79.4,46
108,서울,2020-05-19,73.6,52
108,서울,2020-05-20,60.4,46
108,서울,2020-05-21,56.1,40
108,서울,2020-05-22,68.5,55
108,서울,2020-05-23,66.1,44
108,서울,2020-05-24,84.8,70
108,서울,2020-05-25,81,62
108,서울,2020-05-26,81.9,47
108,서울,2020-05-27,68.5,31
108,서울,2020-05-28,62.8,38
108,서울,2020-05-29,65.6,38
108,서울,2020-05-30,57.3,29
108,서울,2020-05-31,63,39
108,서울,2020-06-01,64.3,37
108,서울,2020-06-02,71,43
108,서울,2020-06-03,73.3,47
108,서울,2020-06-04,81.1,57
108,서울,2020-06-05,69.4,45
108,서울,2020-06-06,63.6,38
108,서울,2020-06-07,69.4,44
108,서울,2020-06-08,63.6,40
108,서울,2020-06-09,51.6,34
108,서울,2020-06-10,63.8,41
108,서울,2020-06-11,68.3,38
108,서울,2020-06-12,68.6,49
108,서울,2020-06-13,52.8,27
108,서울,2020-06-14,70.6,41
108,서울,2020-06-15,62.3,31
108,서울,2020-06-16,63,37
108,서울,2020-06-17,58.6,37
108,서울,2020-06-18,61.4,47
108,서울,2020-06-19,61.4,45
108,서울,2020-06-20,62.6,48
108,서울,2020-06-21,59.5,39
108,서울,2020-06-22,50.5,26
108,서울,2020-06-23,53.5,42
108,서울,2020-06-24,83.5,55
108,서울,2020-06-25,91,79
108,서울,2020-06-26,82.1,63
108,서울,2020-06-27,70.4,52
108,서울,2020-06-28,70.5,49
108,서울,2020-06-29,77,64
108,서울,2020-06-30,83,63
108,서울,2020-07-01,79.3,67
108,서울,2020-07-02,74.5,51
108,서울,2020-07-03,63.5,34
108,서울,2020-07-04,63.9,39
108,서울,2020-07-05,68.6,52
108,서울,2020-07-06,66.6,46
108,서울,2020-07-07,75.5,59
108,서울,2020-07-08,71.9,52
108,서울,2020-07-09,64.6,38
108,서울,2020-07-10,75,60
108,서울,2020-07-11,62.6,49
108,서울,2020-07-12,71.9,58
108,서울,2020-07-13,94.8,86
108,서울,2020-07-14,79.4,62
108,서울,2020-07-15,63.1,40
108,서울,2020-07-16,70.9,55
108,서울,2020-07-17,72,52
108,서울,2020-07-18,71.6,54
108,서울,2020-07-19,81.6,62
108,서울,2020-07-20,86.3,77
108,서울,2020-07-21,77,51
108,서울,2020-07-22,89.3,81
108,서울,2020-07-23,95.5,89
108,서울,2020-07-24,74.3,61
108,서울,2020-07-25,69.3,56
108,서울,2020-07-26,69.3,56
108,서울,2020-07-27,86.4,80
108,서울,2020-07-28,84.8,71
108,서울,2020-07-29,95.8,89
108,서울,2020-07-30,85.5,68
108,서울,2020-07-31,81.9,69
108,서울,2020-08-01,90.9,82
108,서울,2020-08-02,96.3,90
108,서울,2020-08-03,96.3,89
108,서울,2020-08-04,89.3,77
108,서울,2020-08-05,92.1,81
108,서울,2020-08-06,92.8,83
108,서울,2020-08-07,85.3,71
108,서울,2020-08-08,89.5,77
108,서울,2020-08-09,95.4,89
108,서울,2020-08-10,91.6,78
108,서울,2020-08-11,92.5,79
108,서울,2020-08-12,83.9,68
108,서울,2020-08-13,82.4,74
108,서울,2020-08-14,86.1,81
108,서울,2020-08-15,96,92
108,서울,2020-08-16,82.6,66
108,서울,2020-08-17,77.9,61
108,서울,2020-08-18,76.3,56
108,서울,2020-08-19,76.8,61
108,서울,2020-08-20,76,58
108,서울,2020-08-21,83.1,75
108,서울,2020-08-22,87.4,78
108,서울,2020-08-23,78.4,59
108,서울,2020-08-24,71.6,54
108,서울,2020-08-25,69.5,49
108,서울,2020-08-26,68.3,53
108,서울,2020-08-27,84.6,70
108,서울,2020-08-28,89.1,77
108,서울,2020-08-29,90.1,77
108,서울,2020-08-30,88.8,74
108,서울,2020-08-31,77.9,67
108,서울,2020-09-01,72.4,62
108,서울,2020-09-02,91.3,79
108,서울,2020-09-03,82,63
108,서울,2020-09-04,63.9,39
108,서울,2020-09-05,66.6,53
108,서울,2020-09-06,80,62
108,서울,2020-09-07,93.5,84
108,서울,2020-09-08,71.5,50
108,서울,2020-09-09,83.4,65
108,서울,2020-09-10,75.8,49
108,서울,2020-09-11,72.6,47
108,서울,2020-09-12,83.8,74
108,서울,2020-09-13,70.4,52
108,서울,2020-09-14,79.3,62
108,서울,2020-09-15,76.4,50
108,서울,2020-09-16,79.9,70
108,서울,2020-09-17,70.3,47
108,서울,2020-09-18,62,35
108,서울,2020-09-19,59.3,27
108,서울,2020-09-20,57.6,33
108,서울,2020-09-21,56.1,33
108,서울,2020-09-22,55.3,35
108,서울,2020-09-23,59.9,50
108,서울,2020-09-24,59.6,49
108,서울,2020-09-25,64.1,49
108,서울,2020-09-26,62.5,45
108,서울,2020-09-27,63.3,43
108,서울,2020-09-28,66,40
108,서울,2020-09-29,67.6,43
108,서울,2020-09-30,78,48
108,서울,2020-10-01,74.9,58
108,서울,2020-10-02,79.6,63
108,서울,2020-10-03,72.5,46
108,서울,2020-10-04,65.1,42
108,서울,2020-10-05,57.3,40
108,서울,2020-10-06,55.9,34
108,서울,2020-10-07,48.9,24
108,서울,2020-10-08,53,35
108,서울,2020-10-09,53.4,42
108,서울,2020-10-10,60.1,41
108,서울,2020-10-11,68.5,52
108,서울,2020-10-12,68.6,48
108,서울,2020-10-13,52.3,30
108,서울,2020-10-14,47,20
108,서울,2020-10-15,41.8,27
108,서울,2020-10-16,64.3,48
108,서울,2020-10-17,64.3,26
108,서울,2020-10-18,65.5,40
108,서울,2020-10-19,74.4,38
108,서울,2020-10-20,67.1,38
108,서울,2020-10-21,69.4,58
108,서울,2020-10-22,66,40
108,서울,2020-10-23,51.5,34
108,서울,2020-10-24,47.6,27
108,서울,2020-10-25,62.5,29
108,서울,2020-10-26,71.6,42
108,서울,2020-10-27,74.1,39
108,서울,2020-10-28,52.1,23
108,서울,2020-10-29,40.3,24
108,서울,2020-10-30,42.9,22
108,서울,2020-10-31,60.3,51
108,서울,2020-11-01,84.3,56
108,서울,2020-11-02,58.3,24
108,서울,2020-11-03,47.5,33
108,서울,2020-11-04,43.9,20
108,서울,2020-11-05,61.5,41
108,서울,2020-11-06,63.3,49
108,서울,2020-11-07,68.8,38
108,서울,2020-11-08,43.8,18
108,서울,2020-11-09,40.9,23
108,서울,2020-11-10,56.1,34
108,서울,2020-11-11,53.5,31
108,서울,2020-11-12,56.9,30
108,서울,2020-11-13,71.5,44
108,서울,2020-11-14,66.9,38
108,서울,2020-11-15,75,61
108,서울,2020-11-16,70.1,45
108,서울,2020-11-17,67.5,52
108,서울,2020-11-18,91.4,77
108,서울,2020-11-19,90.5,78
108,서울,2020-11-20,74.3,68
108,서울,2020-11-21,67.9,48
108,서울,2020-11-22,80.5,66
108,서울,2020-11-23,61.4,36
108,서울,2020-11-24,54.5,39
108,서울,2020-11-25,64.1,45
108,서울,2020-11-26,66.5,42
108,서울,2020-11-27,61.6,44
108,서울,2020-11-28,50,30
108,서울,2020-11-29,59.6,52
108,서울,2020-11-30,57.8,38
108,서울,2020-12-01,44.5,24
108,서울,2020-12-02,41.4,25
108,서울,2020-12-03,47.1,36
108,서울,2020-12-04,53.8,30
108,서울,2020-12-05,63.1,51
108,서울,2020-12-06,66.9,46
108,서울,2020-12-07,57.5,37
108,서울,2020-12-08,50,28
108,서울,2020-12-09,55.1,35
108,서울,2020-12-10,69.9,57
108,서울,2020-12-11,77.1,57
108,서울,2020-12-12,51.3,32
108,서울,2020-12-13,74.9,52
108,서울,2020-12-14,49.1,31
108,서울,2020-12-15,43,28
108,서울,2020-12-16,43.9,29
108,서울,2020-12-17,47,24
108,서울,2020-12-18,57,34
108,서울,2020-12-19,45.1,26
108,서울,2020-12-20,50.4,29
108,서울,2020-12-21,64.1,40
108,서울,2020-12-22,67.6,42
108,서울,2020-12-23,76.6,62
108,서울,2020-12-24,61.5,35
108,서울,2020-12-25,51.9,34
108,서울,2020-12-26,65.8,49
108,서울,2020-12-27,62.9,48
108,서울,2020-12-28,72.1,45
108,서울,2020-12-29,70.8,40
108,서울,2020-12-30,55.5,41
108,서울,2020-12-31,53.9,42
108,서울,2021-01-01,64,50
108,서울,2021-01-02,38.5,29
108,서울,2021-01-03,45,28
108,서울,2021-01-04,51.4,38
108,서울,2021-01-05,52.8,30
108,서울,2021-01-06,54.6,24
108,서울,2021-01-07,49.9,35
108,서울,2021-01-08,44,35
108,서울,2021-01-09,46.3,35
108,서울,2021-01-10,54.4,37
108,서울,2021-01-11,62.1,50
108,서울,2021-01-12,79.5,61
108,서울,2021-01-13,80.3,63
108,서울,2021-01-14,46.5,26
108,서울,2021-01-15,67.4,42
108,서울,2021-01-16,59.3,34
108,서울,2021-01-17,58.5,29
108,서울,2021-01-18,64.3,30
108,서울,2021-01-19,37.9,19
108,서울,2021-01-20,37.8,24
108,서울,2021-01-21,64.4,36
108,서울,2021-01-22,92.9,89
108,서울,2021-01-23,66,49
108,서울,2021-01-24,63.9,43
108,서울,2021-01-25,62,37
108,서울,2021-01-26,80.4,64
108,서울,2021-01-27,47.6,20
108,서울,2021-01-28,52.3,35
108,서울,2021-01-29,40,29
108,서울,2021-01-30,60,39
108,서울,2021-01-31,57,35
108,서울,2021-02-01,74.5,45
108,서울,2021-02-02,44.1,28
108,서울,2021-02-03,64.6,43
108,서울,2021-02-04,50.1,29
108,서울,2021-02-05,71.8,60
108,서울,2021-02-06,80.4,72
108,서울,2021-02-07,67,29
108,서울,2021-02-08,43.6,29
108,서울,2021-02-09,51.9,28
108,서울,2021-02-10,75.1,63
108,서울,2021-02-11,71.5,47
108,서울,2021-02-12,60.6,29
108,서울,2021-02-13,50.6,24
108,서울,2021-02-14,47.6,31
108,서울,2021-02-15,65.1,36
108,서울,2021-02-16,57.9,32
108,서울,2021-02-17,44.1,32
108,서울,2021-02-18,44.9,34
108,서울,2021-02-19,66.9,49
108,서울,2021-02-20,60.4,25
108,서울,2021-02-21,66.6,47
108,서울,2021-02-22,58.3,25
108,서울,2021-02-23,34,21
108,서울,2021-02-24,33,20
108,서울,2021-02-25,35.1,25
108,서울,2021-02-26,35,18
108,서울,2021-02-27,48.6,32
108,서울,2021-02-28,49,38
108,서울,2021-03-01,91,44
108,서울,2021-03-02,75.9,45
108,서울,2021-03-03,64.4,36
108,서울,2021-03-04,62.4,48
108,서울,2021-03-05,70.3,44
108,서울,2021-03-06,69.5,49
108,서울,2021-03-07,62.9,37
108,서울,2021-03-08,60.3,32
108,서울,2021-03-09,58.5,31
108,서울,2021-03-10,61.8,28
108,서울,2021-03-11,50.8,22
108,서울,2021-03-12,57,39
108,서울,2021-03-13,62.8,42
108,서울,2021-03-14,71.4,48
108,서울,2021-03-15,68.8,40
108,서울,2021-03-16,52.5,26
108,서울,2021-03-17,44.9,21
108,서울,2021-03-18,50.1,33
108,서울,2021-03-19,47.9,32
108,서울,2021-03-20,74.6,44
108,서울,2021-03-21,65.9,44
108,서울,2021-03-22,55.3,26
108,서울,2021-03-23,63.5,35
108,서울,2021-03-24,61.5,39
108,서울,2021-03-25,68.5,40
108,서울,2021-03-26,58.4,25
108,서울,2021-03-27,70.9,41
108,서울,2021-03-28,95.8,89
108,서울,2021-03-29,62.3,32
108,서울,2021-03-30,47.3,21
108,서울,2021-03-31,41,19
108,서울,2021-04-01,33,18
108,서울,2021-04-02,35.6,25
108,서울,2021-04-03,80.8,40
108,서울,2021-04-04,65.8,47
108,서울,2021-04-05,47.9,19
108,서울,2021-04-06,50.9,29
108,서울,2021-04-07,47.5,24
108,서울,2021-04-08,34,22
108,서울,2021-04-09,39.3,25
108,서울,2021-04-10,50,28
108,서울,2021-04-11,45.4,24
108,서울,2021-04-12,70.4,36
108,서울,2021-04-13,74,53
108,서울,2021-04-14,58.5,30
108,서울,2021-04-15,62.3,31
108,서울,2021-04-16,60,35
108,서울,2021-04-17,56.6,33
108,서울,2021-04-18,64.3,39
108,서울,2021-04-19,65.3,44
108,서울,2021-04-20,55.1,27
108,서울,2021-04-21,43.1,21
108,서울,2021-04-22,37.9,22
108,서울,2021-04-23,41.4,29
108,서울,2021-04-24,43,23
108,서울,2021-04-25,50,31
108,서울,2021-04-26,51.8,27
108,서울,2021-04-27,62.4,38
108,서울,2021-04-28,64.1,35
108,서울,2021-04-29,54.1,30
108,서울,2021-04-30,81.8,63
108,서울,2021-05-01,80.8,47
108,서울,2021-05-02,67.9,41
108,서울,2021-05-03,56.4,27
108,서울,2021-05-04,82.6,53
108,서울,2021-05-05,64.4,29
108,서울,2021-05-06,46.4,27
108,서울,2021-05-07,60.3,38
108,서울,2021-05-08,66.1,36
108,서울,2021-05-09,51.3,25
108,서울,2021-05-10,67.9,59
108,서울,2021-05-11,48.9,28
108,서울,2021-05-12,39.5,26
108,서울,2021-05-13,54.4,36
108,서울,2021-05-14,60.3,35
108,서울,2021-05-15,79.5,56
108,서울,2021-05-16,97.6,94
108,서울,2021-05-17,93,86
108,서울,2021-05-18,70.5,45
108,서울,2021-05-19,52.3,31
108,서울,2021-05-20,59.8,42
108,서울,2021-05-21,86.5,73
108,서울,2021-05-22,69.3,43
108,서울,2021-05-23,64.4,46
108,서울,2021-05-24,61,28
108,서울,2021-05-25,72.3,37
108,서울,2021-05-26,58.5,31
108,서울,2021-05-27,83,52
108,서울,2021-05-28,86,66
108,서울,2021-05-29,79.8,59
108,서울,2021-05-30,73,37
108,서울,2021-05-31,78.9,63
108,서울,2021-06-01,74.6,57
108,서울,2021-06-02,64.4,37
108,서울,2021-06-03,80.8,59
108,서울,2021-06-04,69.4,38
108,서울,2021-06-05,68.1,40
108,서울,2021-06-06,69.6,48
108,서울,2021-06-07,71.5,57
108,서울,2021-06-08,69.6,43
108,서울,2021-06-09,59.1,36
108,서울,2021-06-10,68.5,43
108,서울,2021-06-11,84.5,70
108,서울,2021-06-12,74.6,49
108,서울,2021-06-13,72.6,54
108,서울,2021-06-14,68.8,50
